url,Picture URL,Brand,Product Name,Model,Price in India,Total Ratings,1 Stars,2 Stars,3 Stars,4 Stars,5 Stars,Hard Disk,Console Type,AV Digital Output,RAM,Input method,Screen Size,Alternate names,Memory Card,USB,Ethernet,Processor,Graphics,Weight,Battery Type,Console Family,Launched,Wi-Fi,HDMI
https://gadgets.ndtv.com/sony-playstation-one-12012,https://i.gadgets360cdn.com/products/large/1549995790_635_ps_one_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PS one,,,0,0,0,0,0,None,Home Console,"Composite video, S-Video, RGBS, RCA Composite video, S-Video",2MB,Disc,,,1MB,No,No,LSI CoreWare CW33000-based,32-bit Sony GPU,560g,,Sony PlayStation,July 2000,No,No
https://gadgets.ndtv.com/sony-psp-go-12018,https://i.gadgets360cdn.com/products/large/1550052262_635_psp_go_.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PSP Go,,,0,0,0,0,0,16GB,Handheld Console,,64MB,,3.8 inches,,up to 32GB,1 USB 2.0 port,No,333MHz MIPS R4000,166MHz GPU,223g,Li-ion,Sony PlayStation Vita/ PSP,October 2009,Yes,No
https://gadgets.ndtv.com/nintendo-gamecube-12009,https://i.gadgets360cdn.com/products/large/1549993650_635_nintendo_gamecube_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Nintendo,,GameCube,,,0,0,0,0,0,None,Home Console,"Composite video, S-Video (NTSC only) RGB SCART (PAL only)",24MB,Disc,,,up to 8MB GameCube memory card,No,No,486MHz IBM PowerPC Gekko,162MHz ATI Flipper,2.4kg,,Nintendo 64/ GameCube,November 2001,No,No
https://gadgets.ndtv.com/sony-playstation-12011,https://i.gadgets360cdn.com/products/large/1549995347_635_playstation_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PlayStation,,,0,0,0,0,0,None,Home Console,"Composite video, S-Video, RGBS, RCA Composite video, S-Video",2MB,Disc,,,1MB,No,No,R3000 @ 33.8688 MHz,32-bit Sony GPU,900g,,Sony PlayStation,September 1995,No,No
https://gadgets.ndtv.com/microsoft-xbox-one-s-all-digital-edition-13028,https://i.gadgets360cdn.com/products/large/1555479830_635_xbox_one_s_all_digital_edition.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft,"Microsoft Xbox One S (White, 1TB)",Xbox One S All-Digital Edition,"₹ 19,990",463,18,4,5,11,62,,Home Console,"HDMI-out, Optical Out",8GB,,,,,3 USB 3.0 ports,Yes,AMD Jaguar 1.75GHz 8-core,AMD Durango 2 GCN 1.0,,,Microsoft Xbox One,May 2019,Yes,Yes
https://gadgets.ndtv.com/nintendo-wii-11995,https://i.gadgets360cdn.com/products/large/1549530284_635_nintendo_wii_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Nintendo,,Wii,,,0,0,0,0,0,512MB,Home Console,"Composite video (S-Video, RGB SCART); Component video (YPBPR);",88MB,Disc,,,,2 USB 2.0 ports,No,729MHz IBM PowerPC,243MB ATi,1.2kg,,Nintendo Wii,November 2006,Yes,No
https://gadgets.ndtv.com/sony-playstation-vita-slim-12051,https://i.gadgets360cdn.com/products/large/1550245308_635_ps_vita_slim.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PlayStation Vita Slim,,,0,0,0,0,0,1GB,Handheld Console,,512MB,Cartridge,5-inches (LCD),PS Vita Slim,Upto 64GB,,,Quad-core ARM Cortex-A9 MPCore,Quad-core PowerVR SGX543MP4+,219g,Li-ion,Sony PlayStation Vita/ PSP,February 2014,Yes,
https://gadgets.ndtv.com/microsoft-xbox-one-11987,https://i.gadgets360cdn.com/products/large/1549457187_635_xbox_one_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft,,Xbox One,,,0,0,0,0,0,"500GB, 1TB",Home Console,"S/PDIF out, IR-out, Kinect port",8GB,Disc,,,,3 USB 3.0 ports,Yes,AMD Jaguar 1.8GHz 8-core,AMD GCN Radeon 853MHz,3.5kg,,Microsoft Xbox One,November 2013,Yes,Yes
https://gadgets.ndtv.com/nintendo-nes-classic-edition-12046,https://i.gadgets360cdn.com/products/large/1550242035_635_NES_CLASSIC.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Nintendo,,NES Classic Edition,,,0,0,0,0,0,512MB,Home Console,,256MB,,,Nintendo Classic Mini,No,No,No,4xARM Cortex A7,ARM Mali 400 MP2,800g,,Nintendo SNES/ NES,November 2016,No,Yes
https://gadgets.ndtv.com/microsoft-xbox-one-s-all-digital-edition-13028,https://i.gadgets360cdn.com/products/large/1555479830_635_xbox_one_s_all_digital_edition.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft,Microsoft Xbox One S (Black),Xbox One S All-Digital Edition,"₹ 21,990",463,18,4,5,11,62,,Home Console,"HDMI-out, Optical Out",8GB,,,,,3 USB 3.0 ports,Yes,AMD Jaguar 1.75GHz 8-core,AMD Durango 2 GCN 1.0,,,Microsoft Xbox One,May 2019,Yes,Yes
https://gadgets.ndtv.com/microsoft-xbox-one-s-all-digital-edition-13028,https://i.gadgets360cdn.com/products/large/1555479830_635_xbox_one_s_all_digital_edition.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft,Microsoft Xbox One S (White),Xbox One S All-Digital Edition,"₹ 21,490",463,18,4,5,11,62,,Home Console,"HDMI-out, Optical Out",8GB,,,,,3 USB 3.0 ports,Yes,AMD Jaguar 1.75GHz 8-core,AMD Durango 2 GCN 1.0,,,Microsoft Xbox One,May 2019,Yes,Yes
https://gadgets.ndtv.com/nintendo-snes-classic-edition-12047,https://i.gadgets360cdn.com/products/large/1550242911_635_SNES_CLASSIC.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Nintendo,,SNES Classic Edition,,,0,0,0,0,0,512MB,Home Console,,256MB,,,SNES Classic Mini,No,No,No,4xARM Cortex A7,ARM Mali 400 MP2,300g,,Nintendo SNES/ NES,September 2017,No,Yes
https://gadgets.ndtv.com/nintendo-super-nintendo-entertainment-system-12044,https://i.gadgets360cdn.com/products/large/1550075523_635_SNES.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Nintendo,,Super Entertainment System,,,0,0,0,0,0,No,Home Console,"Composite video, S-Video, RGB, RF",128Kb,Cartridge,,,No,No,No,Custom 65c816 based Ricoh 5A22 @ 3.58MHz,No,1.75Kg,,Nintendo SNES/ NES,August 1991,,No
https://gadgets.ndtv.com/nintendo-64-12014,https://i.gadgets360cdn.com/products/large/1549997626_635_nintendo_64_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Nintendo,,64,,,0,0,0,0,0,None,,"Composite video, S-Video",4MB,Cartridge,,,32KB Controller Pak,No,No,93.75MHz 64-bit NEC VR4300,62.5MHz SGI RCP,1.1kg,,,September 1996,No,No
https://gadgets.ndtv.com/nvidia-nvidia-shield-portable-12052,https://i.gadgets360cdn.com/products/large/1550246034_635_nvidia_shield_portable.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Nvidia,,Shield Portable,,,0,0,0,0,0,16GB,Handheld Console,,2GB,,5-inches,Nvidia Shield,,,No,Quad-core ARM Cortex-A15 @ 1.9 GHz,Tegra 4,579g,Li-ion,Nvidia Shield,July 2013,Yes,
https://gadgets.ndtv.com/sony-playstation-vita-3g-12050,https://i.gadgets360cdn.com/products/large/1550244673_635_PS_VITA_OLED.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PlayStation Vita 3G,,,0,0,0,0,0,,Handheld Console,,512MB,Cartridge,5-inches (OLED),PS Vita 3G,Upto 64GB,,,Quad-core ARM Cortex-A9 MPCore,Quad-core PowerVR SGX543MP4+,279g,Li-ion,Sony PlayStation Vita/ PSP,February 2012,Yes,
https://gadgets.ndtv.com/sony-playstation-classic-12048,https://i.gadgets360cdn.com/products/large/1550243424_635_playstation_classic.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PlayStation Classic,,,0,0,0,0,0,16GB,Home Console,,1GB,,,,,Yes,No,Quad-Core ARM Cortex A35 CPU @1.5GHz,Power VR GE8300,170g,,Sony PlayStation,December 2018,No,Yes
https://gadgets.ndtv.com/microsoft-xbox-series-s-price-in-india-97191,https://i.gadgets360cdn.com/products/large/Xbox-series-S-DB-437x800-1600325377.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft,"Microsoft Xbox Series S (White, 512GB)",Xbox Series S,"₹ 34,990",70,29,4,7,14,46,512GB PCie Gen 4 NVME SSD,Home Console,,10GB GDDR6 RAM,,,,,,,Custom 8-core AMD Zen 2 CPU @ 3.8GHz,Custom AMD RDNA 2 GPU 20 CUs @ 1.565GHz,,,Microsoft Xbox Series,10th November 2020,,
https://gadgets.ndtv.com/microsoft-xbox-series-x-price-in-india-91368,https://i.gadgets360cdn.com/products/large/xbox-series-x-db-1252x800-1576214218.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Microsoft,,Xbox Series X,,,0,0,0,0,0,1TB PCie Gen 4 NVME SSD,Home Console,,16GB,Disc,,,,,,Custom 8-core AMD Zen 2 CPU @ 3.8GHz,Custom AMD RDNA 2 GPU 52 CUs @ 1.825 GHz,4.45kg,,Microsoft Xbox Series,10th November 2020,,
https://gadgets.ndtv.com/sony-playstation-5-price-in-india-94914,https://i.gadgets360cdn.com/products/large/sony-ps5-649x800-1592631239.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PlayStation 5,,,0,0,0,0,100,825GB PCIe Gen 4 NVMe SSD,Home Console,,16GB GDDR6 RAM,Disc,,,,,,Custom 8-core AMD Zen 2 CPU @ 3.5GHz with SMT (variable frequency),Custom AMD RDNA 2 GPU 36 CUs @ 2.23GHz,,,Sony PlayStation 5,12th November 2020,,
https://gadgets.ndtv.com/sony-playstation-5-digital-edition-price-in-india-94915,https://i.gadgets360cdn.com/products/large/sony-ps5-digital-edition-298x800-1592631945.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,,PlayStation 5 Digital Edition,,,0,0,0,0,0,825GB PCIe Gen 4 NVMe SSD,Home Console,,16GB GDDR6,,,,,,,Custom 8-core AMD Zen 2 CPU @ 3.5GHz with SMT (variable frequency),Custom AMD RDNA 2 GPU 36 CUs @ 2.23GHz,,,Sony PlayStation 5,12th November 2020,,
