product_id,product_name,brand,model,category,price,image_url,product_url,stock
65,Xiaomi Redmi 6A (16GB) - Gold,Xiaomi,Redmi 6A,Mobiles,5999,https://i.gadgets360cdn.com/products/large/1528791254_635_xiaoim_redmi_6a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-6a-5512,14
66,Xiaomi Redmi 6A (32GB) - Rose Gold,Xiaomi,Redmi 6A,Mobiles,5742,https://i.gadgets360cdn.com/products/large/1528791254_635_xiaoim_redmi_6a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-6a-5512,45
67,"LG Velvet (Snapdragon 845) (6GB RAM, 128GB) - Aurora Silver",LG,Velvet (Snapdragon 845),Mobiles,44990,https://i.gadgets360cdn.com/products/large/lg-velvet-indiadb-400x800-1603871162.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lg-velvet-snapdragon-845-price-in-india-98031,12
68,"Redmi Note 8 Pro (6GB RAM, 64GB) - Halo White",Xiaomi,Redmi Note 8 Pro,Mobiles,15999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,38
69,"LG Velvet (Snapdragon 845) (6GB RAM, 128GB) - Black",LG,Velvet (Snapdragon 845),Mobiles,44990,https://i.gadgets360cdn.com/products/large/lg-velvet-indiadb-400x800-1603871162.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lg-velvet-snapdragon-845-price-in-india-98031,27
70,"Realme 3 Pro (4GB RAM, 64GB) - Lightning Purple",Realme,3 Pro,Mobiles,12999,https://i.gadgets360cdn.com/products/large/1555920099_635_realme3_pro_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-3-pro-13001,19
71,"Redmi Note 8 Pro (6GB RAM, 64GB) - Electric Blue",Xiaomi,Redmi Note 8 Pro,Mobiles,15999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,8
72,"Redmi Note 8 Pro (6GB RAM, 128GB) - Shadow Black",Xiaomi,Redmi Note 8 Pro,Mobiles,16999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,5
73,"Realme 3 Pro (4GB RAM, 64GB) - Carbon Grey",Realme,3 Pro,Mobiles,14999,https://i.gadgets360cdn.com/products/large/1555920099_635_realme3_pro_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-3-pro-13001,50
74,"Realme 3 Pro (4GB RAM, 64GB) - Nitro Blue",Realme,3 Pro,Mobiles,12999,https://i.gadgets360cdn.com/products/large/1555920099_635_realme3_pro_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-3-pro-13001,15
75,"Redmi Note 8 Pro (6GB RAM, 128GB) - Gamma Green",Xiaomi,Redmi Note 8 Pro,Mobiles,16999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,7
